timestamp,dateofrequest,inquirytype,howcontacted,researchtype,servicetimeminutes,datecompleted
2016-09-09 16:12:29,2016-09-09,Public,In Person,Environmental research,420,2016-09-09
2016-09-09 16:13:26,2016-09-09,Public,Telephone,General historical research,10,2016-09-09
2016-09-12 10:20:38,2016-09-10,Public,Email,Genealogy,10,2016-09-12
2016-09-12 10:27:49,2016-09-11,Public,Email,Genealogy,10,2016-09-12
2016-09-12 12:14:43,2016-09-12,Public,Telephone,General historical research,5,2016-09-12
2016-09-12 16:01:39,2016-09-12,Public,Telephone,Legal research,5,2016-09-12
2016-09-12 16:07:23,2016-09-02,Public,Social Media,General historical research,10,2016-09-12
2016-09-13 8:40:12,2016-09-13,Public,Email,Vital records,5,2016-09-13
2016-09-13 9:32:45,2016-09-13,Public,Telephone,Vital records,5,2016-09-13
2016-09-13 10:06:24,2016-09-12,Public,Email,Environmental research,20,2016-09-13
2016-09-13 11:05:41,2016-09-13,Public,Telephone,Other,5,2016-09-13
2016-09-13 11:09:12,2016-09-12,City Government Department,Email,General historical research,300,2016-09-13
2016-09-13 16:52:19,2016-09-13,City Government Department,Email,Building or landscape research,15,2016-09-13
2016-09-14 9:23:27,2016-09-14,Public,Telephone,General historical research,5,2016-09-14
2016-09-14 10:29:59,2016-09-14,Public,Email,Graduate academic research,5,2016-09-14
2016-09-14 10:34:42,2016-09-14,City Government Department,Email,Transcript request/Education verification,30,2016-09-14
2016-09-14 10:58:26,2016-09-13,City Government Department,Telephone,General historical research,10,2016-09-14
2016-09-14 11:06:03,2016-09-12,Public,Telephone,"Journalism (newspaper, magazine, television, web news source)",120,2016-09-14
2016-09-14 11:37:23,2016-09-14,City Government Department,Telephone,General historical research,45,2016-09-14
2016-09-14 11:38:06,2016-09-14,City Government Department,Email,Other,10,2016-09-14
2016-09-14 12:09:22,2016-09-14,Public,Telephone,Vital records,5,2016-09-14
2016-09-14 13:29:59,2016-09-14,Public,Telephone,,5,2016-09-14
2016-09-14 14:11:49,2016-09-14,City Government Department,Email,Transcript request/Education verification,10,2016-09-14
2016-09-14 15:20:57,2016-09-14,Public,In Person,Graduate academic research,80,2016-09-14
2016-09-14 16:25:24,2016-09-14,Public,In Person,Environmental research,330,2016-09-14
2016-09-15 11:08:25,2016-09-15,City Government Department,Email,Building or landscape research,15,2016-09-15
2016-09-15 11:21:56,2016-09-15,Public,Email,Building or landscape research,15,2016-09-16
2016-09-15 11:32:01,2016-09-15,Public,Telephone,"Journalism (newspaper, magazine, television, web news source)",90,2016-09-15
2016-09-15 12:07:24,2016-09-15,Public,Telephone,Legal research,5,2016-09-15
2016-09-15 12:11:24,2016-09-15,State Government Department,Email,General historical research,30,2016-09-15
2016-09-15 13:06:18,2016-09-15,Public,In Person,General historical research,60,2016-09-15
2016-09-15 13:06:44,2016-09-15,Public,In Person,General historical research,60,2016-09-15
2016-09-16 11:39:21,2016-09-16,City Government Department,Telephone,Legal research,20,2016-09-16
2016-09-16 14:10:32,2016-09-16,Public,In Person,,300,2016-09-16
2016-09-16 14:53:49,2016-09-15,Public,Telephone,Other,5,2016-09-15
2016-09-16 14:55:30,2016-09-16,Public,In Person,Building or landscape research,60,2016-09-16
2016-09-16 14:56:26,2016-09-13,Public,Email,Building or landscape research,15,2016-09-13
2016-09-16 16:12:40,2016-09-16,Public,In Person,Environmental research,420,2016-09-16
2016-09-19 11:37:57,2016-09-19,Public,Telephone,Vital records,,2016-09-19
2016-09-19 13:38:09,2016-09-19,Public,Email,General historical research,20,2016-09-19
2016-09-19 13:39:04,2016-09-19,Public,Telephone,Book or academic article,15,2016-09-19
2016-09-19 13:59:28,2016-09-19,Public,Telephone,,5,2016-09-19
2016-09-19 14:05:52,2016-09-19,Public,Telephone,Transcript request/Education verification,5,2016-09-19
2016-09-19 14:10:12,2016-09-19,Public,Email,Building or landscape research,60,2016-09-19
2016-09-19 15:06:03,2016-09-19,Public,Email,Building or landscape research,10,2016-09-19
2016-09-20 11:04:04,2016-09-20,Public,Telephone,Other,5,2016-09-20
2016-09-20 11:10:40,2016-09-20,Public,,Book or academic article,10,2016-09-20
2016-09-20 11:13:55,2016-09-20,Public,Email,Graduate academic research,10,2016-09-20
2016-09-20 11:33:13,2016-09-20,Public,Email,Graduate academic research,10,2016-09-20
2016-09-20 12:05:25,2016-09-20,Public,Telephone,Vital records,5,2016-09-20
2016-09-20 12:06:35,2016-09-20,Public,Email,Vital records,5,2016-09-20
2016-09-20 12:07:31,2016-09-20,Public,Email,Other,5,2016-09-20
2016-09-20 12:09:12,2016-09-20,City Government Department,In Person,Building or landscape research,30,2016-09-20
2016-09-20 12:10:01,2016-09-19,City Government Department,Email,Building or landscape research,5,2016-09-19
2016-09-20 12:11:15,2016-09-20,Public,In Person,Transcript request/Education verification,30,2016-09-20
2016-09-20 12:25:02,2016-09-20,City Government Department,Telephone,Legal research,15,2016-09-20
2016-09-20 13:23:28,2016-09-19,City Government Department,Email,Legal research,360,2016-09-20
2016-09-20 14:15:34,2016-09-20,Public,In Person,Graduate academic research,180,2016-09-20
2016-09-20 14:23:55,2016-09-20,Public,Telephone,Vital records,5,2016-09-20
2016-09-20 14:37:17,2016-09-20,Public,In Person,Graduate academic research,630,2016-09-20
2016-09-20 15:03:22,2016-09-20,Public,Telephone,Genealogy,10,2016-09-20
2016-09-20 15:43:27,2016-09-20,Public,In Person,Graduate academic research,390,2016-09-20
2016-09-20 15:56:46,2016-09-20,Public,Email,Graduate academic research,5,2016-09-20
2016-09-21 14:26:59,2016-09-21,Public,Telephone,Vital records,5,2016-09-21
2016-09-21 15:11:51,2016-09-20,City Government Department,Email,Legal research,90,2016-09-21
2016-09-21 15:31:21,2016-09-21,City Government Department,Email,Legal research,25,2016-09-21
2016-09-21 16:04:58,2016-09-05,Public,Email,Genealogy,20,2016-09-21
2016-09-22 10:58:41,2016-09-21,Public,Email,Genealogy,30,2016-09-22
2016-09-22 14:14:29,2016-09-22,Public,Email,General historical research,5,2016-09-22
2016-09-22 14:25:42,2016-09-22,Public,Email,Legal research,5,2016-09-22
2016-09-22 14:32:18,2016-09-22,Public,Email,Building or landscape research,20,2016-09-22
2016-09-22 15:19:45,2016-09-22,City Government Department,Email,Building or landscape research,15,2016-09-22
2016-09-22 15:52:32,2016-09-10,Public,Email,Genealogy,10,2016-09-22
2016-09-22 16:27:24,2016-09-22,Public,Telephone,Building or landscape research,10,2016-09-22
2016-09-22 16:28:42,2016-09-22,Public,Telephone,General historical research,10,2016-09-22
2016-09-22 16:37:14,2016-09-20,Public,Telephone,General historical research,60,2016-09-20
2016-09-22 16:40:57,2016-09-21,Public,Telephone,Genealogy,30,2016-09-22
2016-09-22 16:43:01,2016-09-20,Public,Email,Genealogy,120,2016-09-22
2016-09-23 10:27:48,2016-09-23,Public,Telephone,Vital records,5,2016-09-23
2016-09-23 10:58:27,2016-09-23,Public,Telephone,Genealogy,5,2016-09-23
2016-09-23 13:58:06,2016-09-23,Public,In Person,Graduate academic research,240,2016-09-23
2016-09-23 15:01:01,2016-09-23,Public,Telephone,Vital records,5,2016-09-23
2016-09-23 15:54:17,2016-09-23,Public,Email,Building or landscape research,40,2016-09-23
2016-09-23 16:15:43,2016-09-23,Public,In Person,"Journalism (newspaper, magazine, television, web news source)",135,2016-09-23
2016-09-23 16:16:25,2016-09-23,Public,In Person,"Journalism (newspaper, magazine, television, web news source)",135,2016-09-23
2016-09-23 16:22:05,2016-09-23,Public,In Person,Environmental research,420,2016-09-23
2016-09-23 16:41:24,2016-09-23,Public,In Person,Graduate academic research,60,2016-09-23
2016-09-23 16:44:30,2016-09-23,Public,Telephone,Genealogy,60,2016-09-23
2016-09-26 10:47:25,2016-09-26,Public,Email,Environmental research,15,2016-09-26
2016-09-26 11:48:48,2016-09-23,Public,Email,Graduate academic research,30,2016-09-26
2016-09-26 11:53:04,2016-09-26,State Government Department,Telephone,,5,2016-09-26
2016-09-26 11:53:39,2016-09-26,Public,Telephone,Vital records,5,2016-09-26
2016-09-26 11:54:41,2016-09-26,Public,Telephone,Building or landscape research,5,2016-09-26
2016-09-26 13:35:14,2016-09-26,Public,Email,Legal research,5,2016-09-26
2016-09-26 13:54:43,2016-09-26,Public,Telephone,Vital records,5,2016-09-26
2016-09-27 10:12:54,2016-09-26,Public,Email,Legal research,5,2016-09-26
2016-09-27 11:08:14,2016-09-27,Public,Telephone,Building or landscape research,5,2016-09-27
2016-09-27 11:08:58,2016-09-27,Public,Telephone,Genealogy,10,2016-09-27
2016-09-27 11:10:33,2016-09-27,Public,Telephone,Transcript request/Education verification,30,2016-09-27
2016-09-27 11:11:35,2016-09-26,Public,Email,Graduate academic research,30,2016-09-27
2016-09-27 13:41:31,2016-09-27,Public,Telephone,Genealogy,5,2016-09-27
2016-09-27 13:45:35,2016-09-27,Public,Social Media,General historical research,5,2016-09-27
2016-09-27 14:46:48,2016-09-27,Public,In Person,Graduate academic research,266,2016-09-27
2016-09-27 16:21:19,2016-09-27,Public,In Person,Graduate academic research,150,2016-09-27
2016-09-28 9:56:21,2016-09-28,Public,Telephone,Transcript request/Education verification,5,2016-09-28
2016-09-28 10:05:45,2016-09-28,City Government Department,In Person,Building or landscape research,20,2016-09-28
2016-09-28 10:06:23,2016-09-28,Public,Telephone,Legal research,5,2016-09-28
2016-09-28 11:35:38,2016-09-28,Public,In Person,General historical research,120,2016-09-28
2016-09-28 11:36:22,2016-09-28,Public,In Person,General historical research,120,2016-09-28
2016-09-28 11:53:14,2016-09-28,Public,Email,Undergraduate academic research,10,2016-09-28
2016-09-28 14:38:04,2016-09-28,Public,,Building or landscape research,10,2016-09-28
2016-09-28 14:40:51,2016-09-28,Public,In Person,Graduate academic research,300,2016-09-28
2016-09-28 15:38:19,2016-09-28,City Government Department,Email,Other,15,2016-09-28
2016-09-29 9:12:53,2016-09-29,Public,In Person,Graduate academic research,180,2016-09-29
2016-09-29 9:13:40,2016-09-29,Public,In Person,Environmental research,420,2016-09-29
2016-09-29 9:31:58,2016-09-29,City Government Department,Telephone,Legal research,20,2016-09-29
2016-09-29 10:43:45,2016-09-29,Public,Email,Graduate academic research,15,2016-09-29
2016-09-29 11:24:49,2016-09-29,Public,Telephone,Vital records,1,2016-09-29
2016-09-29 12:02:17,2016-09-29,Public,In Person,General historical research,10,2016-09-29
2016-09-29 14:14:25,2016-09-29,Public,Telephone,Genealogy,1,2016-09-29
2016-09-30 10:29:51,2016-09-30,Public,Telephone,Transcript request/Education verification,10,2016-09-30
2016-09-30 11:02:44,2016-09-29,City Government Department,Email,Building or landscape research,15,2016-09-30
2016-09-30 11:03:56,2016-09-30,Public,Email,General historical research,5,2016-09-30
2016-09-30 11:05:21,2016-09-27,Public,Email,Building or landscape research,30,2016-09-28
2016-09-30 13:27:06,2016-09-30,Public,In Person,Genealogy,120,2016-09-30
2016-09-30 13:27:41,2016-09-30,Public,In Person,Genealogy,120,2016-09-30
2016-09-30 13:45:44,2016-09-30,Public,Telephone,Book or academic article,20,2016-09-30
2016-09-30 16:20:10,2016-09-30,Public,In Person,General historical research,150,2016-09-30
2016-09-30 16:21:37,2016-09-30,Public,In Person,Graduate academic research,360,2016-09-30
2016-10-03 10:44:23,2016-09-28,Public,Email,Environmental research,30,2016-10-03
2016-10-03 11:17:37,2016-10-03,Public,Telephone,Vital records,5,2016-10-03
2016-10-03 11:42:23,2016-09-30,City Government Department,Email,Legal research,120,2016-10-03
2016-10-04 9:17:12,2016-10-03,Public,Email,Vital records,5,2016-10-04
2016-10-04 9:49:31,2016-10-03,Public,Email,General historical research,15,2016-10-04
2016-10-04 9:50:36,2016-10-04,Public,Email,Undergraduate academic research,5,2016-10-04
2016-10-04 9:50:38,2016-10-04,City Government Department,Email,General historical research,20,2016-10-04
2016-10-04 9:51:10,2016-10-03,Public,Email,Graduate academic research,5,2016-10-04
2016-10-04 10:38:28,2016-10-03,Public,Email,Building or landscape research,50,2016-10-04
2016-10-04 11:13:15,2016-10-04,Public,Telephone,Vital records,1,2016-10-04
2016-10-04 11:41:15,2016-10-04,Public,Email,Undergraduate academic research,5,2016-10-04
2016-10-04 16:28:37,2016-10-03,Public,Email,Building or landscape research,30,2016-10-04
2016-10-04 16:29:04,2016-10-04,Public,Telephone,Vital records,5,2016-10-04
2016-10-04 18:12:33,2016-10-03,Public,Email,Legal research,60,2016-10-04
2016-10-05 10:39:28,2016-10-05,Public,In Person,Graduate academic research,60,2016-10-05
2016-10-05 10:40:33,2016-10-04,Public,Email,Genealogy,30,2016-10-05
2016-10-05 10:40:47,2016-10-05,Public,Social Media,General historical research,5,2016-10-05
2016-10-05 10:41:59,2016-10-05,Public,Social Media,General historical research,5,2016-10-05
2016-10-05 12:43:03,2016-10-05,Public,Telephone,Other,5,2016-10-05
2016-10-05 13:00:27,2016-10-05,Public,In Person,Undergraduate academic research,180,2016-10-05
2016-10-05 14:20:33,2016-10-05,City Government Department,Telephone,Building or landscape research,20,2016-10-05
2016-10-05 15:29:52,2016-10-05,Public,Telephone,General historical research,1,2016-10-05
2016-10-05 15:55:14,2016-10-05,Public,Telephone,Transcript request/Education verification,10,2016-10-05
2016-10-06 8:21:55,2016-10-06,Public,Telephone,Vital records,1,2016-10-06
2016-10-06 10:25:38,2016-10-05,Public,Email,Building or landscape research,60,2016-10-06
2016-10-06 10:51:09,2016-10-05,Public,Telephone,Legal research,90,2016-10-06
2016-10-06 11:12:18,2016-10-05,Public,Email,Environmental research,15,2016-10-13
2016-10-06 14:10:00,2016-10-06,Public,In Person,General historical research,120,2016-10-06
2016-10-06 16:21:27,2016-10-06,City Government Department,Email,Transcript request/Education verification,10,2016-10-06
2016-10-06 16:22:47,2016-10-06,Public,In Person,Graduate academic research,120,2016-10-06
2016-10-06 16:27:39,2016-10-06,Public,Telephone,Transcript request/Education verification,5,2016-10-06
2016-10-07 10:13:44,2016-10-07,City Government Department,Email,Legal research,5,2016-10-07
2016-10-07 10:14:32,2016-10-07,Public,Email,Graduate academic research,5,2016-10-07
2016-10-07 14:36:47,2016-10-07,Public,Telephone,Other,5,2016-10-07
2016-10-11 11:16:07,2016-10-11,Public,Telephone,Transcript request/Education verification,5,2016-10-11
2016-10-11 11:41:57,2016-10-11,Public,Telephone,General historical research,5,2016-10-11
2016-10-11 12:40:07,2016-10-11,Public,Email,Environmental research,15,2016-10-11
2016-10-11 12:40:37,2016-10-11,Public,Telephone,Vital records,5,2016-10-11
2016-10-11 12:41:55,2016-10-07,Public,Email,Building or landscape research,30,2016-10-11
2016-10-11 15:39:08,2016-10-11,Public,Telephone,Genealogy,60,2016-10-11
2016-10-12 11:13:15,2016-10-12,Public,Telephone,Vital records,5,2016-10-12
2016-10-12 11:14:27,2016-10-12,City Government Department,Email,General historical research,30,2016-10-12
2016-10-12 14:41:55,2016-10-12,Public,Email,Graduate academic research,10,2016-10-12
2016-10-12 14:55:15,2016-10-12,Public,Email,Building or landscape research,5,2016-10-12
2016-10-12 16:17:42,2016-10-12,Public,Email,Copyright inquiry,10,2016-10-12
2016-10-12 16:19:05,2016-10-12,Public,In Person,Graduate academic research,180,2016-10-12
2016-10-13 10:53:08,2016-10-13,Public,Email,Graduate academic research,10,2016-10-13
2016-10-13 12:24:48,2016-10-13,Public,Email,Legal research,45,2016-10-13
2016-10-13 14:48:13,2016-10-12,City Government Department,Email,Building or landscape research,15,2016-10-13
2016-10-13 16:12:37,2016-10-12,Public,Telephone,Other,5,2016-10-12
2016-10-13 16:15:23,2016-10-12,Public,Telephone,Vital records,10,2016-10-12
2016-10-13 16:15:54,2016-10-13,Public,Email,Genealogy,5,2016-10-13
2016-10-13 16:25:30,2016-10-13,Public,In Person,Environmental research,420,2016-10-13
2016-10-14 11:46:18,2016-10-14,Public,Email,Building or landscape research,10,2016-10-14
2016-10-14 13:44:05,2016-10-14,Public,In Person,Graduate academic research,180,2016-10-14
2016-10-14 14:34:33,2016-10-14,City Government Department,Telephone,General historical research,5,2016-10-14
2016-10-14 15:35:45,2016-10-14,Public,Telephone,Other,5,2016-10-14
2016-10-14 15:36:46,2016-10-14,City Government Department,Email,Environmental research,30,2016-10-14
2016-10-14 16:09:00,2016-10-14,Public,In Person,Environmental research,300,2016-10-14
2016-10-17 8:34:06,2016-10-17,Public,Telephone,Vital records,1,2016-10-17
2016-10-17 10:00:47,2016-10-17,Public,Telephone,General historical research,5,2016-10-17
2016-10-17 10:45:50,2016-10-14,Public,Email,Genealogy,30,2016-10-17
2016-10-17 11:59:14,2016-10-14,Public,Email,Graduate academic research,90,2016-10-17
